,Last Refresh: 2024-11-24 19:29:00,
Calendar Basis,,
Portfolio, ,Default
Item, , 
Frequency,일간,KRW
Non-Trading Day,Previous,Asc
Include Weekend,ALL, 
Term,20071020,20241120
Symbol,Economy,
Symbol Name,ECO,
Kind,ECO,
Item,E11.02.003.013,
Item Name,시장금리:국고1년(%),
Frequency,D,
2013-12-14,2.678,
2013-12-15,2.678,
2013-12-16,2.658,
2013-12-17,2.648,
2013-12-18,2.668,
2013-12-19,2.669,
2013-12-20,2.664,
2013-12-21,2.664,
2013-12-22,2.664,
2013-12-23,2.669,
2013-12-24,2.676,
2013-12-25,2.676,
2013-12-26,2.682,
2013-12-27,2.658,
2013-12-28,2.658,
2013-12-29,2.658,
2013-12-30,2.671,
2013-12-31,2.671,
2014-01-01,2.671,
2014-01-02,2.703,
2014-01-03,2.703,
2014-01-04,2.703,
2014-01-05,2.703,
2014-01-06,2.651,
2014-01-07,2.649,
2014-01-08,2.638,
2014-01-09,2.655,
2014-01-10,2.665,
2014-01-11,2.665,
2014-01-12,2.665,
2014-01-13,2.65,
2014-01-14,2.657,
2014-01-15,2.654,
2014-01-16,2.642,
2014-01-17,2.647,
2014-01-18,2.647,
2014-01-19,2.647,
2014-01-20,2.653,
2014-01-21,2.658,
2014-01-22,2.664,
2014-01-23,2.653,
2014-01-24,2.636,
2014-01-25,2.636,
2014-01-26,2.636,
2014-01-27,2.655,
2014-01-28,2.649,
2014-01-29,2.653,
2014-01-30,2.653,
2014-01-31,2.653,
2014-02-01,2.653,
2014-02-02,2.653,
2014-02-03,2.654,
2014-02-04,2.641,
2014-02-05,2.642,
2014-02-06,2.637,
2014-02-07,2.64,
2014-02-08,2.64,
2014-02-09,2.64,
2014-02-10,2.632,
2014-02-11,2.63,
2014-02-12,2.633,
2014-02-13,2.631,
2014-02-14,2.631,
2014-02-15,2.631,
2014-02-16,2.631,
2014-02-17,2.639,
2014-02-18,2.643,
2014-02-19,2.639,
2014-02-20,2.64,
2014-02-21,2.651,
2014-02-22,2.651,
2014-02-23,2.651,
2014-02-24,2.649,
2014-02-25,2.645,
2014-02-26,2.645,
2014-02-27,2.641,
2014-02-28,2.644,
2014-03-01,2.644,
2014-03-02,2.644,
2014-03-03,2.671,
2014-03-04,2.68,
2014-03-05,2.673,
2014-03-06,2.675,
2014-03-07,2.675,
2014-03-08,2.675,
2014-03-09,2.675,
2014-03-10,2.668,
2014-03-11,2.665,
2014-03-12,2.655,
2014-03-13,2.656,
2014-03-14,2.63,
2014-03-15,2.63,
2014-03-16,2.63,
2014-03-17,2.648,
2014-03-18,2.644,
2014-03-19,2.641,
2014-03-20,2.654,
2014-03-21,2.66,
2014-03-22,2.66,
2014-03-23,2.66,
2014-03-24,2.662,
2014-03-25,2.657,
2014-03-26,2.66,
2014-03-27,2.659,
2014-03-28,2.653,
2014-03-29,2.653,
2014-03-30,2.653,
2014-03-31,2.658,
2014-04-01,2.657,
2014-04-02,2.66,
2014-04-03,2.66,
2014-04-04,2.659,
2014-04-05,2.659,
2014-04-06,2.659,
2014-04-07,2.648,
2014-04-08,2.649,
2014-04-09,2.639,
2014-04-10,2.642,
2014-04-11,2.639,
2014-04-12,2.639,
2014-04-13,2.639,
2014-04-14,2.645,
2014-04-15,2.648,
2014-04-16,2.653,
2014-04-17,2.647,
2014-04-18,2.653,
2014-04-19,2.653,
2014-04-20,2.653,
2014-04-21,2.657,
2014-04-22,2.659,
2014-04-23,2.662,
2014-04-24,2.662,
2014-04-25,2.658,
2014-04-26,2.658,
2014-04-27,2.658,
2014-04-28,2.659,
2014-04-29,2.657,
2014-04-30,2.656,
2014-05-01,2.656,
2014-05-02,2.648,
2014-05-03,2.648,
2014-05-04,2.648,
2014-05-05,2.648,
2014-05-06,2.648,
2014-05-07,2.642,
2014-05-08,2.64,
2014-05-09,2.634,
2014-05-10,2.634,
2014-05-11,2.634,
2014-05-12,2.641,
2014-05-13,2.645,
2014-05-14,2.643,
2014-05-15,2.635,
2014-05-16,2.638,
2014-05-17,2.638,
2014-05-18,2.638,
2014-05-19,2.641,
2014-05-20,2.647,
2014-05-21,2.647,
2014-05-22,2.652,
2014-05-23,2.644,
2014-05-24,2.644,
2014-05-25,2.644,
2014-05-26,2.641,
2014-05-27,2.64,
2014-05-28,2.637,
2014-05-29,2.632,
2014-05-30,2.638,
2014-05-31,2.638,
2014-06-01,2.638,
2014-06-02,2.641,
2014-06-03,2.645,
2014-06-04,2.645,
2014-06-05,2.646,
2014-06-06,2.646,
2014-06-07,2.646,
2014-06-08,2.646,
2014-06-09,2.645,
2014-06-10,2.634,
2014-06-11,2.635,
2014-06-12,2.618,
2014-06-13,2.596,
2014-06-14,2.596,
2014-06-15,2.596,
2014-06-16,2.588,
2014-06-17,2.592,
2014-06-18,2.591,
2014-06-19,2.574,
2014-06-20,2.565,
2014-06-21,2.565,
2014-06-22,2.565,
2014-06-23,2.573,
2014-06-24,2.572,
2014-06-25,2.58,
2014-06-26,2.59,
2014-06-27,2.583,
2014-06-28,2.583,
2014-06-29,2.583,
2014-06-30,2.579,
2014-07-01,2.574,
2014-07-02,2.535,
2014-07-03,2.543,
2014-07-04,2.548,
2014-07-05,2.548,
2014-07-06,2.548,
2014-07-07,2.549,
2014-07-08,2.563,
2014-07-09,2.536,
2014-07-10,2.518,
2014-07-11,2.514,
2014-07-12,2.514,
2014-07-13,2.514,
2014-07-14,2.516,
2014-07-15,2.512,
2014-07-16,2.504,
2014-07-17,2.455,
2014-07-18,2.459,
2014-07-19,2.459,
2014-07-20,2.459,
2014-07-21,2.458,
2014-07-22,2.451,
2014-07-23,2.416,
2014-07-24,2.43,
2014-07-25,2.426,
2014-07-26,2.426,
2014-07-27,2.426,
2014-07-28,2.428,
2014-07-29,2.432,
2014-07-30,2.425,
2014-07-31,2.423,
2014-08-01,2.426,
2014-08-02,2.426,
2014-08-03,2.426,
2014-08-04,2.417,
2014-08-05,2.396,
2014-08-06,2.402,
2014-08-07,2.389,
2014-08-08,2.37,
2014-08-09,2.37,
2014-08-10,2.37,
2014-08-11,2.376,
2014-08-12,2.38,
2014-08-13,2.374,
2014-08-14,2.385,
2014-08-15,2.385,
2014-08-16,2.385,
2014-08-17,2.385,
2014-08-18,2.397,
2014-08-19,2.404,
2014-08-20,2.402,
2014-08-21,2.405,
2014-08-22,2.4,
2014-08-23,2.4,
2014-08-24,2.4,
2014-08-25,2.389,
2014-08-26,2.372,
2014-08-27,2.365,
2014-08-28,2.367,
2014-08-29,2.359,
2014-08-30,2.359,
2014-08-31,2.359,
2014-09-01,2.36,
2014-09-02,2.358,
2014-09-03,2.365,
2014-09-04,2.367,
2014-09-05,2.347,
2014-09-06,2.347,
2014-09-07,2.347,
2014-09-08,2.347,
2014-09-09,2.347,
2014-09-10,2.347,
2014-09-11,2.342,
2014-09-12,2.282,
2014-09-13,2.282,
2014-09-14,2.282,
2014-09-15,2.278,
2014-09-16,2.255,
2014-09-17,2.253,
2014-09-18,2.248,
2014-09-19,2.249,
2014-09-20,2.249,
2014-09-21,2.249,
2014-09-22,2.237,
2014-09-23,2.232,
2014-09-24,2.228,
2014-09-25,2.224,
2014-09-26,2.219,
2014-09-27,2.219,
2014-09-28,2.219,
2014-09-29,2.22,
2014-09-30,2.207,
2014-10-01,2.147,
2014-10-02,2.162,
2014-10-03,2.162,
2014-10-04,2.162,
2014-10-05,2.162,
2014-10-06,2.171,
2014-10-07,2.181,
2014-10-08,2.181,
2014-10-09,2.181,
2014-10-10,2.164,
2014-10-11,2.164,
2014-10-12,2.164,
2014-10-13,2.16,
2014-10-14,2.163,
2014-10-15,2.159,
2014-10-16,2.129,
2014-10-17,2.129,
2014-10-18,2.129,
2014-10-19,2.129,
2014-10-20,2.133,
2014-10-21,2.122,
2014-10-22,2.117,
2014-10-23,2.105,
2014-10-24,2.101,
2014-10-25,2.101,
2014-10-26,2.101,
2014-10-27,2.107,
2014-10-28,2.107,
2014-10-29,2.104,
2014-10-30,2.1,
2014-10-31,2.074,
2014-11-01,2.074,
2014-11-02,2.074,
2014-11-03,2.065,
2014-11-04,2.045,
2014-11-05,2.041,
2014-11-06,2.029,
2014-11-07,2.032,
2014-11-08,2.032,
2014-11-09,2.032,
2014-11-10,2.041,
2014-11-11,2.068,
2014-11-12,2.084,
2014-11-13,2.087,
2014-11-14,2.078,
2014-11-15,2.078,
2014-11-16,2.078,
2014-11-17,2.066,
2014-11-18,2.056,
2014-11-19,2.057,
2014-11-20,2.045,
2014-11-21,2.052,
2014-11-22,2.052,
2014-11-23,2.052,
2014-11-24,2.025,
2014-11-25,2.016,
2014-11-26,2.013,
2014-11-27,2.026,
2014-11-28,2.008,
2014-11-29,2.008,
2014-11-30,2.008,
2014-12-01,2.012,
2014-12-02,2.023,
2014-12-03,2.046,
2014-12-04,2.071,
2014-12-05,2.071,
2014-12-06,2.071,
2014-12-07,2.071,
2014-12-08,2.102,
2014-12-09,2.082,
2014-12-10,2.089,
2014-12-11,2.067,
2014-12-12,2.06,
2014-12-13,2.06,
2014-12-14,2.06,
2014-12-15,2.065,
2014-12-16,2.067,
2014-12-17,2.087,
2014-12-18,2.102,
2014-12-19,2.096,
2014-12-20,2.096,
2014-12-21,2.096,
2014-12-22,2.082,
2014-12-23,2.085,
2014-12-24,2.081,
2014-12-25,2.081,
2014-12-26,2.087,
2014-12-27,2.087,
2014-12-28,2.087,
2014-12-29,2.073,
2014-12-30,2.069,
2014-12-31,2.069,
2015-01-01,2.069,
2015-01-02,2.074,
2015-01-03,2.074,
2015-01-04,2.074,
2015-01-05,2.058,
2015-01-06,2.035,
2015-01-07,2.032,
2015-01-08,2.03,
2015-01-09,2.022,
2015-01-10,2.022,
2015-01-11,2.022,
2015-01-12,1.981,
2015-01-13,1.982,
2015-01-14,1.956,
2015-01-15,1.999,
2015-01-16,1.977,
2015-01-17,1.977,
2015-01-18,1.977,
2015-01-19,1.989,
2015-01-20,1.978,
2015-01-21,1.982,
2015-01-22,1.993,
2015-01-23,1.974,
2015-01-24,1.974,
2015-01-25,1.974,
2015-01-26,1.97,
2015-01-27,1.975,
2015-01-28,1.966,
2015-01-29,1.965,
2015-01-30,1.962,
2015-01-31,1.962,
2015-02-01,1.962,
2015-02-02,1.967,
2015-02-03,1.938,
2015-02-04,1.945,
2015-02-05,1.943,
2015-02-06,1.94,
2015-02-07,1.94,
2015-02-08,1.94,
2015-02-09,1.949,
2015-02-10,1.987,
2015-02-11,1.986,
2015-02-12,2.002,
2015-02-13,1.996,
2015-02-14,1.996,
2015-02-15,1.996,
2015-02-16,2.016,
2015-02-17,2,
2015-02-18,2,
2015-02-19,2,
2015-02-20,2,
2015-02-21,2,
2015-02-22,2,
2015-02-23,2.009,
2015-02-24,2.006,
2015-02-25,1.998,
2015-02-26,1.999,
2015-02-27,1.997,
2015-02-28,1.997,
2015-03-01,1.997,
2015-03-02,1.979,
2015-03-03,1.971,
2015-03-04,1.961,
2015-03-05,1.957,
2015-03-06,1.925,
2015-03-07,1.925,
2015-03-08,1.925,
2015-03-09,1.917,
2015-03-10,1.911,
2015-03-11,1.875,
2015-03-12,1.836,
2015-03-13,1.821,
2015-03-14,1.821,
2015-03-15,1.821,
2015-03-16,1.815,
2015-03-17,1.817,
2015-03-18,1.802,
2015-03-19,1.783,
2015-03-20,1.772,
2015-03-21,1.772,
2015-03-22,1.772,
2015-03-23,1.769,
2015-03-24,1.769,
2015-03-25,1.763,
2015-03-26,1.762,
2015-03-27,1.759,
2015-03-28,1.759,
2015-03-29,1.759,
2015-03-30,1.742,
2015-03-31,1.722,
2015-04-01,1.713,
2015-04-02,1.706,
2015-04-03,1.701,
2015-04-04,1.701,
2015-04-05,1.701,
2015-04-06,1.698,
2015-04-07,1.694,
2015-04-08,1.699,
2015-04-09,1.677,
2015-04-10,1.684,
2015-04-11,1.684,
2015-04-12,1.684,
2015-04-13,1.69,
2015-04-14,1.692,
2015-04-15,1.691,
2015-04-16,1.695,
2015-04-17,1.678,
2015-04-18,1.678,
2015-04-19,1.678,
2015-04-20,1.677,
2015-04-21,1.682,
2015-04-22,1.683,
2015-04-23,1.7,
2015-04-24,1.715,
2015-04-25,1.715,
2015-04-26,1.715,
2015-04-27,1.72,
2015-04-28,1.753,
2015-04-29,1.762,
2015-04-30,1.756,
2015-05-01,1.756,
2015-05-02,1.756,
2015-05-03,1.756,
2015-05-04,1.772,
2015-05-05,1.772,
2015-05-06,1.802,
2015-05-07,1.792,
2015-05-08,1.745,
2015-05-09,1.745,
2015-05-10,1.745,
2015-05-11,1.742,
2015-05-12,1.771,
2015-05-13,1.735,
2015-05-14,1.734,
2015-05-15,1.748,
2015-05-16,1.748,
2015-05-17,1.748,
2015-05-18,1.749,
2015-05-19,1.754,
2015-05-20,1.744,
2015-05-21,1.747,
2015-05-22,1.742,
2015-05-23,1.742,
2015-05-24,1.742,
2015-05-25,1.742,
2015-05-26,1.732,
2015-05-27,1.715,
2015-05-28,1.71,
2015-05-29,1.687,
2015-05-30,1.687,
2015-05-31,1.687,
2015-06-01,1.684,
2015-06-02,1.66,
2015-06-03,1.668,
2015-06-04,1.666,
2015-06-05,1.65,
2015-06-06,1.65,
2015-06-07,1.65,
2015-06-08,1.637,
2015-06-09,1.632,
2015-06-10,1.635,
2015-06-11,1.633,
2015-06-12,1.612,
2015-06-13,1.612,
2015-06-14,1.612,
2015-06-15,1.608,
2015-06-16,1.609,
2015-06-17,1.622,
2015-06-18,1.611,
2015-06-19,1.606,
2015-06-20,1.606,
2015-06-21,1.606,
2015-06-22,1.617,
2015-06-23,1.618,
2015-06-24,1.621,
2015-06-25,1.621,
2015-06-26,1.621,
2015-06-27,1.621,
2015-06-28,1.621,
2015-06-29,1.61,
2015-06-30,1.61,
2015-07-01,1.614,
2015-07-02,1.623,
2015-07-03,1.62,
2015-07-04,1.62,
2015-07-05,1.62,
2015-07-06,1.614,
2015-07-07,1.613,
2015-07-08,1.605,
2015-07-09,1.603,
2015-07-10,1.604,
2015-07-11,1.604,
2015-07-12,1.604,
2015-07-13,1.603,
2015-07-14,1.601,
2015-07-15,1.599,
2015-07-16,1.598,
2015-07-17,1.597,
2015-07-18,1.597,
2015-07-19,1.597,
2015-07-20,1.596,
2015-07-21,1.596,
2015-07-22,1.588,
2015-07-23,1.576,
2015-07-24,1.572,
2015-07-25,1.572,
2015-07-26,1.572,
2015-07-27,1.57,
2015-07-28,1.581,
2015-07-29,1.579,
2015-07-30,1.589,
2015-07-31,1.601,
2015-08-01,1.601,
2015-08-02,1.601,
2015-08-03,1.596,
2015-08-04,1.598,
2015-08-05,1.603,
2015-08-06,1.599,
2015-08-07,1.597,
2015-08-08,1.597,
2015-08-09,1.597,
2015-08-10,1.588,
2015-08-11,1.575,
2015-08-12,1.561,
2015-08-13,1.57,
2015-08-14,1.57,
2015-08-15,1.57,
2015-08-16,1.57,
2015-08-17,1.57,
2015-08-18,1.569,
2015-08-19,1.574,
2015-08-20,1.571,
2015-08-21,1.571,
2015-08-22,1.571,
2015-08-23,1.571,
2015-08-24,1.568,
2015-08-25,1.576,
2015-08-26,1.583,
2015-08-27,1.58,
2015-08-28,1.589,
2015-08-29,1.589,
2015-08-30,1.589,
2015-08-31,1.594,
2015-09-01,1.59,
2015-09-02,1.577,
2015-09-03,1.569,
2015-09-04,1.554,
2015-09-05,1.554,
2015-09-06,1.554,
2015-09-07,1.554,
2015-09-08,1.558,
2015-09-09,1.562,
2015-09-10,1.548,
2015-09-11,1.55,
2015-09-12,1.55,
2015-09-13,1.55,
2015-09-14,1.556,
2015-09-15,1.549,
2015-09-16,1.557,
2015-09-17,1.564,
2015-09-18,1.55,
2015-09-19,1.55,
2015-09-20,1.55,
2015-09-21,1.538,
2015-09-22,1.539,
2015-09-23,1.538,
2015-09-24,1.543,
2015-09-25,1.539,
2015-09-26,1.539,
2015-09-27,1.539,
2015-09-28,1.539,
2015-09-29,1.539,
2015-09-30,1.522,
2015-10-01,1.535,
2015-10-02,1.526,
2015-10-03,1.526,
2015-10-04,1.526,
2015-10-05,1.52,
2015-10-06,1.526,
2015-10-07,1.537,
2015-10-08,1.537,
2015-10-09,1.537,
2015-10-10,1.537,
2015-10-11,1.537,
2015-10-12,1.548,
2015-10-13,1.544,
2015-10-14,1.551,
2015-10-15,1.54,
2015-10-16,1.541,
2015-10-17,1.541,
2015-10-18,1.541,
2015-10-19,1.543,
2015-10-20,1.55,
2015-10-21,1.556,
2015-10-22,1.56,
2015-10-23,1.56,
2015-10-24,1.56,
2015-10-25,1.56,
2015-10-26,1.56,
2015-10-27,1.554,
2015-10-28,1.553,
2015-10-29,1.562,
2015-10-30,1.573,
2015-10-31,1.573,
2015-11-01,1.573,
2015-11-02,1.576,
2015-11-03,1.582,
2015-11-04,1.589,
2015-11-05,1.596,
2015-11-06,1.611,
2015-11-07,1.611,
2015-11-08,1.611,
2015-11-09,1.652,
2015-11-10,1.644,
2015-11-11,1.652,
2015-11-12,1.649,
2015-11-13,1.646,
2015-11-14,1.646,
2015-11-15,1.646,
2015-11-16,1.629,
2015-11-17,1.63,
2015-11-18,1.628,
2015-11-19,1.622,
2015-11-20,1.636,
2015-11-21,1.636,
2015-11-22,1.636,
2015-11-23,1.638,
2015-11-24,1.643,
2015-11-25,1.645,
2015-11-26,1.654,
2015-11-27,1.668,
2015-11-28,1.668,
2015-11-29,1.668,
2015-11-30,1.664,
2015-12-01,1.654,
2015-12-02,1.648,
2015-12-03,1.64,
2015-12-04,1.646,
2015-12-05,1.646,
2015-12-06,1.646,
2015-12-07,1.645,
2015-12-08,1.639,
2015-12-09,1.64,
2015-12-10,1.633,
2015-12-11,1.64,
2015-12-12,1.64,
2015-12-13,1.64,
2015-12-14,1.637,
2015-12-15,1.638,
2015-12-16,1.649,
2015-12-17,1.638,
2015-12-18,1.625,
2015-12-19,1.625,
2015-12-20,1.625,
2015-12-21,1.612,
2015-12-22,1.621,
2015-12-23,1.623,
2015-12-24,1.629,
2015-12-25,1.629,
2015-12-26,1.629,
2015-12-27,1.629,
2015-12-28,1.632,
2015-12-29,1.627,
2015-12-30,1.629,
2015-12-31,1.629,
2016-01-01,1.629,
2016-01-02,1.629,
2016-01-03,1.629,
2016-01-04,1.605,
2016-01-05,1.602,
2016-01-06,1.601,
2016-01-07,1.598,
2016-01-08,1.608,
2016-01-09,1.608,
2016-01-10,1.608,
2016-01-11,1.59,
2016-01-12,1.588,
2016-01-13,1.587,
2016-01-14,1.59,
2016-01-15,1.591,
2016-01-16,1.591,
2016-01-17,1.591,
2016-01-18,1.591,
2016-01-19,1.59,
2016-01-20,1.578,
2016-01-21,1.577,
2016-01-22,1.582,
2016-01-23,1.582,
2016-01-24,1.582,
2016-01-25,1.581,
2016-01-26,1.569,
2016-01-27,1.574,
2016-01-28,1.582,
2016-01-29,1.55,
2016-01-30,1.55,
2016-01-31,1.55,
2016-02-01,1.518,
2016-02-02,1.51,
2016-02-03,1.49,
2016-02-04,1.489,
2016-02-05,1.497,
2016-02-06,1.497,
2016-02-07,1.497,
2016-02-08,1.497,
2016-02-09,1.497,
2016-02-10,1.497,
2016-02-11,1.451,
2016-02-12,1.464,
2016-02-13,1.464,
2016-02-14,1.464,
2016-02-15,1.476,
2016-02-16,1.427,
2016-02-17,1.432,
2016-02-18,1.443,
2016-02-19,1.457,
2016-02-20,1.457,
2016-02-21,1.457,
2016-02-22,1.468,
2016-02-23,1.47,
2016-02-24,1.465,
2016-02-25,1.465,
2016-02-26,1.463,
2016-02-27,1.463,
2016-02-28,1.463,
2016-02-29,1.463,
2016-03-01,1.463,
2016-03-02,1.469,
2016-03-03,1.49,
2016-03-04,1.497,
2016-03-05,1.497,
2016-03-06,1.497,
2016-03-07,1.489,
2016-03-08,1.484,
2016-03-09,1.471,
2016-03-10,1.486,
2016-03-11,1.527,
2016-03-12,1.527,
2016-03-13,1.527,
2016-03-14,1.524,
2016-03-15,1.531,
2016-03-16,1.539,
2016-03-17,1.523,
2016-03-18,1.517,
2016-03-19,1.517,
2016-03-20,1.517,
2016-03-21,1.518,
2016-03-22,1.531,
2016-03-23,1.531,
2016-03-24,1.523,
2016-03-25,1.518,
2016-03-26,1.518,
2016-03-27,1.518,
2016-03-28,1.515,
2016-03-29,1.49,
2016-03-30,1.485,
2016-03-31,1.485,
2016-04-01,1.483,
2016-04-02,1.483,
2016-04-03,1.483,
2016-04-04,1.473,
2016-04-05,1.478,
2016-04-06,1.478,
2016-04-07,1.483,
2016-04-08,1.481,
2016-04-09,1.481,
2016-04-10,1.481,
2016-04-11,1.482,
2016-04-12,1.483,
2016-04-13,1.483,
2016-04-14,1.507,
2016-04-15,1.506,
2016-04-16,1.506,
2016-04-17,1.506,
2016-04-18,1.515,
2016-04-19,1.515,
2016-04-20,1.501,
2016-04-21,1.51,
2016-04-22,1.509,
2016-04-23,1.509,
2016-04-24,1.509,
2016-04-25,1.499,
2016-04-26,1.492,
2016-04-27,1.492,
2016-04-28,1.487,
2016-04-29,1.486,
2016-04-30,1.486,
2016-05-01,1.486,
2016-05-02,1.491,
2016-05-03,1.475,
2016-05-04,1.463,
2016-05-05,1.463,
2016-05-06,1.463,
2016-05-07,1.463,
2016-05-08,1.463,
2016-05-09,1.446,
2016-05-10,1.441,
2016-05-11,1.442,
2016-05-12,1.446,
2016-05-13,1.457,
2016-05-14,1.457,
2016-05-15,1.457,
2016-05-16,1.465,
2016-05-17,1.477,
2016-05-18,1.49,
2016-05-19,1.508,
2016-05-20,1.494,
2016-05-21,1.494,
2016-05-22,1.494,
2016-05-23,1.494,
2016-05-24,1.487,
2016-05-25,1.498,
2016-05-26,1.499,
2016-05-27,1.498,
2016-05-28,1.498,
2016-05-29,1.498,
2016-05-30,1.514,
2016-05-31,1.511,
2016-06-01,1.463,
2016-06-02,1.467,
2016-06-03,1.453,
2016-06-04,1.453,
2016-06-05,1.453,
2016-06-06,1.453,
2016-06-07,1.436,
2016-06-08,1.414,
2016-06-09,1.352,
2016-06-10,1.341,
2016-06-11,1.341,
2016-06-12,1.341,
2016-06-13,1.331,
2016-06-14,1.346,
2016-06-15,1.349,
2016-06-16,1.342,
2016-06-17,1.356,
2016-06-18,1.356,
2016-06-19,1.356,
2016-06-20,1.373,
2016-06-21,1.368,
2016-06-22,1.379,
2016-06-23,1.371,
2016-06-24,1.292,
2016-06-25,1.292,
2016-06-26,1.292,
2016-06-27,1.279,
2016-06-28,1.286,
2016-06-29,1.283,
2016-06-30,1.291,
2016-07-01,1.272,
2016-07-02,1.272,
2016-07-03,1.272,
2016-07-04,1.275,
2016-07-05,1.268,
2016-07-06,1.247,
2016-07-07,1.249,
2016-07-08,1.253,
2016-07-09,1.253,
2016-07-10,1.253,
2016-07-11,1.252,
2016-07-12,1.258,
2016-07-13,1.257,
2016-07-14,1.254,
2016-07-15,1.261,
2016-07-16,1.261,
2016-07-17,1.261,
2016-07-18,1.266,
2016-07-19,1.263,
2016-07-20,1.262,
2016-07-21,1.268,
2016-07-22,1.261,
2016-07-23,1.261,
2016-07-24,1.261,
2016-07-25,1.262,
2016-07-26,1.259,
2016-07-27,1.26,
2016-07-28,1.251,
2016-07-29,1.253,
2016-07-30,1.253,
2016-07-31,1.253,
2016-08-01,1.249,
2016-08-02,1.246,
2016-08-03,1.256,
2016-08-04,1.252,
2016-08-05,1.247,
2016-08-06,1.247,
2016-08-07,1.247,
2016-08-08,1.262,
2016-08-09,1.261,
2016-08-10,1.247,
2016-08-11,1.253,
2016-08-12,1.258,
2016-08-13,1.258,
2016-08-14,1.258,
2016-08-15,1.258,
2016-08-16,1.254,
2016-08-17,1.263,
2016-08-18,1.261,
2016-08-19,1.266,
2016-08-20,1.266,
2016-08-21,1.266,
2016-08-22,1.268,
2016-08-23,1.267,
2016-08-24,1.269,
2016-08-25,1.272,
2016-08-26,1.273,
2016-08-27,1.273,
2016-08-28,1.273,
2016-08-29,1.294,
2016-08-30,1.301,
2016-08-31,1.319,
2016-09-01,1.328,
2016-09-02,1.324,
2016-09-03,1.324,
2016-09-04,1.324,
2016-09-05,1.313,
2016-09-06,1.31,
2016-09-07,1.292,
2016-09-08,1.298,
2016-09-09,1.324,
2016-09-10,1.324,
2016-09-11,1.324,
2016-09-12,1.344,
2016-09-13,1.339,
2016-09-14,1.339,
2016-09-15,1.339,
2016-09-16,1.339,
2016-09-17,1.339,
2016-09-18,1.339,
2016-09-19,1.34,
2016-09-20,1.336,
2016-09-21,1.333,
2016-09-22,1.317,
2016-09-23,1.318,
2016-09-24,1.318,
2016-09-25,1.318,
2016-09-26,1.321,
2016-09-27,1.325,
2016-09-28,1.326,
2016-09-29,1.327,
2016-09-30,1.305,
2016-10-01,1.305,
2016-10-02,1.305,
2016-10-03,1.305,
2016-10-04,1.315,
2016-10-05,1.331,
2016-10-06,1.333,
2016-10-07,1.336,
2016-10-08,1.336,
2016-10-09,1.336,
2016-10-10,1.344,
2016-10-11,1.366,
2016-10-12,1.359,
2016-10-13,1.346,
2016-10-14,1.347,
2016-10-15,1.347,
2016-10-16,1.347,
2016-10-17,1.363,
2016-10-18,1.361,
2016-10-19,1.365,
2016-10-20,1.368,
2016-10-21,1.382,
2016-10-22,1.382,
2016-10-23,1.382,
2016-10-24,1.393,
2016-10-25,1.408,
2016-10-26,1.414,
2016-10-27,1.41,
2016-10-28,1.423,
2016-10-29,1.423,
2016-10-30,1.423,
2016-10-31,1.419,
2016-11-01,1.428,
2016-11-02,1.417,
2016-11-03,1.419,
2016-11-04,1.422,
2016-11-05,1.422,
2016-11-06,1.422,
2016-11-07,1.421,
2016-11-08,1.419,
2016-11-09,1.398,
2016-11-10,1.426,
2016-11-11,1.452,
2016-11-12,1.452,
2016-11-13,1.452,
2016-11-14,1.501,
2016-11-15,1.498,
2016-11-16,1.52,
2016-11-17,1.536,
2016-11-18,1.563,
2016-11-19,1.563,
2016-11-20,1.563,
2016-11-21,1.567,
2016-11-22,1.57,
2016-11-23,1.588,
2016-11-24,1.634,
2016-11-25,1.641,
2016-11-26,1.641,
2016-11-27,1.641,
2016-11-28,1.618,
2016-11-29,1.601,
2016-11-30,1.596,
2016-12-01,1.596,
2016-12-02,1.601,
2016-12-03,1.601,
2016-12-04,1.601,
2016-12-05,1.588,
2016-12-06,1.591,
2016-12-07,1.59,
2016-12-08,1.579,
2016-12-09,1.586,
2016-12-10,1.586,
2016-12-11,1.586,
2016-12-12,1.583,
2016-12-13,1.557,
2016-12-14,1.54,
2016-12-15,1.569,
2016-12-16,1.566,
2016-12-17,1.566,
2016-12-18,1.566,
2016-12-19,1.568,
2016-12-20,1.568,
2016-12-21,1.563,
2016-12-22,1.563,
2016-12-23,1.578,
2016-12-24,1.578,
2016-12-25,1.578,
2016-12-26,1.586,
2016-12-27,1.588,
2016-12-28,1.574,
2016-12-29,1.566,
2016-12-30,1.566,
2016-12-31,1.566,
2017-01-01,1.566,
2017-01-02,1.558,
2017-01-03,1.536,
2017-01-04,1.514,
2017-01-05,1.493,
2017-01-06,1.502,
2017-01-07,1.502,
2017-01-08,1.502,
2017-01-09,1.51,
2017-01-10,1.5,
2017-01-11,1.503,
2017-01-12,1.48,
2017-01-13,1.49,
2017-01-14,1.49,
2017-01-15,1.49,
2017-01-16,1.49,
2017-01-17,1.48,
2017-01-18,1.481,
2017-01-19,1.489,
2017-01-20,1.479,
2017-01-21,1.479,
2017-01-22,1.479,
2017-01-23,1.474,
2017-01-24,1.47,
2017-01-25,1.483,
2017-01-26,1.501,
2017-01-27,1.501,
2017-01-28,1.501,
2017-01-29,1.501,
2017-01-30,1.501,
2017-01-31,1.494,
2017-02-01,1.492,
2017-02-02,1.479,
2017-02-03,1.478,
2017-02-04,1.478,
2017-02-05,1.478,
2017-02-06,1.469,
2017-02-07,1.452,
2017-02-08,1.455,
