,Last Refresh: 2024-11-24 19:29:00,
Calendar Basis,,
Portfolio, ,Default
Item, , 
Frequency,일간,KRW
Non-Trading Day,Previous,Asc
Include Weekend,ALL, 
Term,20071020,20241120
Symbol,Economy,
Symbol Name,ECO,
Kind,ECO,
Item,E11.02.003.013,
Item Name,시장금리:국고1년(%),
Frequency,D,
2020-04-06,0.928,
2020-04-07,0.911,
2020-04-08,0.891,
2020-04-09,0.862,
2020-04-10,0.856,
2020-04-11,0.856,
2020-04-12,0.856,
2020-04-13,0.867,
2020-04-14,0.871,
2020-04-15,0.871,
2020-04-16,0.868,
2020-04-17,0.879,
2020-04-18,0.879,
2020-04-19,0.879,
2020-04-20,0.876,
2020-04-21,0.886,
2020-04-22,0.893,
2020-04-23,0.884,
2020-04-24,0.873,
2020-04-25,0.873,
2020-04-26,0.873,
2020-04-27,0.878,
2020-04-28,0.879,
2020-04-29,0.872,
2020-04-30,0.872,
2020-05-01,0.872,
2020-05-02,0.872,
2020-05-03,0.872,
2020-05-04,0.856,
2020-05-05,0.856,
2020-05-06,0.845,
2020-05-07,0.834,
2020-05-08,0.819,
2020-05-09,0.819,
2020-05-10,0.819,
2020-05-11,0.821,
2020-05-12,0.799,
2020-05-13,0.78,
2020-05-14,0.786,
2020-05-15,0.784,
2020-05-16,0.784,
2020-05-17,0.784,
2020-05-18,0.783,
2020-05-19,0.781,
2020-05-20,0.772,
2020-05-21,0.768,
2020-05-22,0.755,
2020-05-23,0.755,
2020-05-24,0.755,
2020-05-25,0.743,
2020-05-26,0.743,
2020-05-27,0.749,
2020-05-28,0.7,
2020-05-29,0.692,
2020-05-30,0.692,
2020-05-31,0.692,
2020-06-01,0.689,
2020-06-02,0.692,
2020-06-03,0.708,
2020-06-04,0.723,
2020-06-05,0.73,
2020-06-06,0.73,
2020-06-07,0.73,
2020-06-08,0.732,
2020-06-09,0.722,
2020-06-10,0.72,
2020-06-11,0.718,
2020-06-12,0.721,
2020-06-13,0.721,
2020-06-14,0.721,
2020-06-15,0.736,
2020-06-16,0.736,
2020-06-17,0.749,
2020-06-18,0.73,
2020-06-19,0.725,
2020-06-20,0.725,
2020-06-21,0.725,
2020-06-22,0.725,
2020-06-23,0.709,
2020-06-24,0.707,
2020-06-25,0.706,
2020-06-26,0.701,
2020-06-27,0.701,
2020-06-28,0.701,
2020-06-29,0.717,
2020-06-30,0.716,
2020-07-01,0.712,
2020-07-02,0.701,
2020-07-03,0.703,
2020-07-04,0.703,
2020-07-05,0.703,
2020-07-06,0.71,
2020-07-07,0.701,
2020-07-08,0.698,
2020-07-09,0.702,
2020-07-10,0.703,
2020-07-11,0.703,
2020-07-12,0.703,
2020-07-13,0.71,
2020-07-14,0.704,
2020-07-15,0.7,
2020-07-16,0.691,
2020-07-17,0.682,
2020-07-18,0.682,
2020-07-19,0.682,
2020-07-20,0.674,
2020-07-21,0.684,
2020-07-22,0.68,
2020-07-23,0.672,
2020-07-24,0.671,
2020-07-25,0.671,
2020-07-26,0.671,
2020-07-27,0.671,
2020-07-28,0.677,
2020-07-29,0.673,
2020-07-30,0.664,
2020-07-31,0.658,
2020-08-01,0.658,
2020-08-02,0.658,
2020-08-03,0.655,
2020-08-04,0.657,
2020-08-05,0.649,
2020-08-06,0.653,
2020-08-07,0.655,
2020-08-08,0.655,
2020-08-09,0.655,
2020-08-10,0.668,
2020-08-11,0.664,
2020-08-12,0.672,
2020-08-13,0.667,
2020-08-14,0.673,
2020-08-15,0.673,
2020-08-16,0.673,
2020-08-17,0.673,
2020-08-18,0.664,
2020-08-19,0.662,
2020-08-20,0.667,
2020-08-21,0.683,
2020-08-22,0.683,
2020-08-23,0.683,
2020-08-24,0.67,
2020-08-25,0.672,
2020-08-26,0.677,
2020-08-27,0.682,
2020-08-28,0.701,
2020-08-29,0.701,
2020-08-30,0.701,
2020-08-31,0.722,
2020-09-01,0.746,
2020-09-02,0.72,
2020-09-03,0.721,
2020-09-04,0.731,
2020-09-05,0.731,
2020-09-06,0.731,
2020-09-07,0.748,
2020-09-08,0.733,
2020-09-09,0.71,
2020-09-10,0.708,
2020-09-11,0.714,
2020-09-12,0.714,
2020-09-13,0.714,
2020-09-14,0.709,
2020-09-15,0.699,
2020-09-16,0.7,
2020-09-17,0.705,
2020-09-18,0.7,
2020-09-19,0.7,
2020-09-20,0.7,
2020-09-21,0.699,
2020-09-22,0.694,
2020-09-23,0.686,
2020-09-24,0.674,
2020-09-25,0.674,
2020-09-26,0.674,
2020-09-27,0.674,
2020-09-28,0.668,
2020-09-29,0.668,
2020-09-30,0.668,
2020-10-01,0.668,
2020-10-02,0.668,
2020-10-03,0.668,
2020-10-04,0.668,
2020-10-05,0.679,
2020-10-06,0.687,
2020-10-07,0.685,
2020-10-08,0.683,
2020-10-09,0.683,
2020-10-10,0.683,
2020-10-11,0.683,
2020-10-12,0.69,
2020-10-13,0.689,
2020-10-14,0.68,
2020-10-15,0.671,
2020-10-16,0.674,
2020-10-17,0.674,
2020-10-18,0.674,
2020-10-19,0.673,
2020-10-20,0.679,
2020-10-21,0.685,
2020-10-22,0.68,
2020-10-23,0.675,
2020-10-24,0.675,
2020-10-25,0.675,
2020-10-26,0.673,
2020-10-27,0.677,
2020-10-28,0.674,
2020-10-29,0.678,
2020-10-30,0.68,
2020-10-31,0.68,
2020-11-01,0.68,
2020-11-02,0.698,
2020-11-03,0.702,
2020-11-04,0.693,
2020-11-05,0.681,
2020-11-06,0.689,
2020-11-07,0.689,
2020-11-08,0.689,
2020-11-09,0.694,
2020-11-10,0.704,
2020-11-11,0.71,
2020-11-12,0.701,
2020-11-13,0.699,
2020-11-14,0.699,
2020-11-15,0.699,
2020-11-16,0.7,
2020-11-17,0.698,
2020-11-18,0.693,
2020-11-19,0.695,
2020-11-20,0.699,
2020-11-21,0.699,
2020-11-22,0.699,
2020-11-23,0.692,
2020-11-24,0.699,
2020-11-25,0.707,
2020-11-26,0.713,
2020-11-27,0.712,
2020-11-28,0.712,
2020-11-29,0.712,
2020-11-30,0.716,
2020-12-01,0.715,
2020-12-02,0.716,
2020-12-03,0.714,
2020-12-04,0.71,
2020-12-05,0.71,
2020-12-06,0.71,
2020-12-07,0.709,
2020-12-08,0.708,
2020-12-09,0.71,
2020-12-10,0.71,
2020-12-11,0.713,
2020-12-12,0.713,
2020-12-13,0.713,
2020-12-14,0.715,
2020-12-15,0.715,
2020-12-16,0.719,
2020-12-17,0.726,
2020-12-18,0.722,
2020-12-19,0.722,
2020-12-20,0.722,
2020-12-21,0.72,
2020-12-22,0.715,
2020-12-23,0.71,
2020-12-24,0.722,
2020-12-25,0.722,
2020-12-26,0.722,
2020-12-27,0.722,
2020-12-28,0.728,
2020-12-29,0.736,
2020-12-30,0.741,
2020-12-31,0.741,
2021-01-01,0.741,
2021-01-02,0.741,
2021-01-03,0.741,
2021-01-04,0.726,
2021-01-05,0.706,
2021-01-06,0.709,
2021-01-07,0.706,
2021-01-08,0.707,
2021-01-09,0.707,
2021-01-10,0.707,
2021-01-11,0.7,
2021-01-12,0.702,
2021-01-13,0.7,
2021-01-14,0.701,
2021-01-15,0.699,
2021-01-16,0.699,
2021-01-17,0.699,
2021-01-18,0.692,
2021-01-19,0.688,
2021-01-20,0.686,
2021-01-21,0.682,
2021-01-22,0.689,
2021-01-23,0.689,
2021-01-24,0.689,
2021-01-25,0.689,
2021-01-26,0.688,
2021-01-27,0.681,
2021-01-28,0.677,
2021-01-29,0.67,
2021-01-30,0.67,
2021-01-31,0.67,
2021-02-01,0.678,
2021-02-02,0.67,
2021-02-03,0.669,
2021-02-04,0.67,
2021-02-05,0.67,
2021-02-06,0.67,
2021-02-07,0.67,
2021-02-08,0.677,
2021-02-09,0.67,
2021-02-10,0.673,
2021-02-11,0.673,
2021-02-12,0.673,
2021-02-13,0.673,
2021-02-14,0.673,
2021-02-15,0.675,
2021-02-16,0.668,
2021-02-17,0.669,
2021-02-18,0.668,
2021-02-19,0.669,
2021-02-20,0.669,
2021-02-21,0.669,
2021-02-22,0.675,
2021-02-23,0.673,
2021-02-24,0.668,
2021-02-25,0.665,
2021-02-26,0.673,
2021-02-27,0.673,
2021-02-28,0.673,
2021-03-01,0.673,
2021-03-02,0.671,
2021-03-03,0.669,
2021-03-04,0.672,
2021-03-05,0.679,
2021-03-06,0.679,
2021-03-07,0.679,
2021-03-08,0.687,
2021-03-09,0.695,
2021-03-10,0.689,
2021-03-11,0.684,
2021-03-12,0.688,
2021-03-13,0.688,
2021-03-14,0.688,
2021-03-15,0.691,
2021-03-16,0.685,
2021-03-17,0.686,
2021-03-18,0.682,
2021-03-19,0.687,
2021-03-20,0.687,
2021-03-21,0.687,
2021-03-22,0.686,
2021-03-23,0.687,
2021-03-24,0.682,
2021-03-25,0.681,
2021-03-26,0.684,
2021-03-27,0.684,
2021-03-28,0.684,
2021-03-29,0.686,
2021-03-30,0.692,
2021-03-31,0.69,
2021-04-01,0.693,
2021-04-02,0.693,
2021-04-03,0.693,
2021-04-04,0.693,
2021-04-05,0.697,
2021-04-06,0.684,
2021-04-07,0.68,
2021-04-08,0.671,
2021-04-09,0.667,
2021-04-10,0.667,
2021-04-11,0.667,
2021-04-12,0.657,
2021-04-13,0.656,
2021-04-14,0.648,
2021-04-15,0.658,
2021-04-16,0.657,
2021-04-17,0.657,
2021-04-18,0.657,
2021-04-19,0.651,
2021-04-20,0.649,
2021-04-21,0.642,
2021-04-22,0.641,
2021-04-23,0.644,
2021-04-24,0.644,
2021-04-25,0.644,
2021-04-26,0.642,
2021-04-27,0.638,
2021-04-28,0.639,
2021-04-29,0.64,
2021-04-30,0.642,
2021-05-01,0.642,
2021-05-02,0.642,
2021-05-03,0.642,
2021-05-04,0.639,
2021-05-05,0.639,
2021-05-06,0.627,
2021-05-07,0.624,
2021-05-08,0.624,
2021-05-09,0.624,
2021-05-10,0.619,
2021-05-11,0.612,
2021-05-12,0.61,
2021-05-13,0.61,
2021-05-14,0.609,
2021-05-15,0.609,
2021-05-16,0.609,
2021-05-17,0.6,
2021-05-18,0.599,
2021-05-19,0.599,
2021-05-20,0.598,
2021-05-21,0.593,
2021-05-22,0.593,
2021-05-23,0.593,
2021-05-24,0.593,
2021-05-25,0.593,
2021-05-26,0.597,
2021-05-27,0.591,
2021-05-28,0.611,
2021-05-29,0.611,
2021-05-30,0.611,
2021-05-31,0.633,
2021-06-01,0.629,
2021-06-02,0.632,
2021-06-03,0.631,
2021-06-04,0.639,
2021-06-05,0.639,
2021-06-06,0.639,
2021-06-07,0.643,
2021-06-08,0.644,
2021-06-09,0.653,
2021-06-10,0.719,
2021-06-11,0.761,
2021-06-12,0.761,
2021-06-13,0.761,
2021-06-14,0.814,
2021-06-15,0.849,
2021-06-16,0.879,
2021-06-17,0.897,
2021-06-18,0.889,
2021-06-19,0.889,
2021-06-20,0.889,
2021-06-21,0.888,
2021-06-22,0.877,
2021-06-23,0.869,
2021-06-24,0.888,
2021-06-25,0.908,
2021-06-26,0.908,
2021-06-27,0.908,
2021-06-28,0.943,
2021-06-29,0.958,
2021-06-30,0.955,
2021-07-01,0.955,
2021-07-02,0.956,
2021-07-03,0.956,
2021-07-04,0.956,
2021-07-05,0.941,
2021-07-06,0.937,
2021-07-07,0.904,
2021-07-08,0.866,
2021-07-09,0.857,
2021-07-10,0.857,
2021-07-11,0.857,
2021-07-12,0.852,
2021-07-13,0.857,
2021-07-14,0.85,
2021-07-15,0.906,
2021-07-16,0.922,
2021-07-17,0.922,
2021-07-18,0.922,
2021-07-19,0.93,
2021-07-20,0.917,
2021-07-21,0.908,
2021-07-22,0.915,
2021-07-23,0.917,
2021-07-24,0.917,
2021-07-25,0.917,
2021-07-26,0.912,
2021-07-27,0.916,
2021-07-28,0.934,
2021-07-29,0.941,
2021-07-30,0.936,
2021-07-31,0.936,
2021-08-01,0.936,
2021-08-02,0.944,
2021-08-03,0.952,
2021-08-04,0.944,
2021-08-05,0.949,
2021-08-06,0.972,
2021-08-07,0.972,
2021-08-08,0.972,
2021-08-09,0.978,
2021-08-10,0.978,
2021-08-11,0.977,
2021-08-12,0.986,
2021-08-13,0.994,
2021-08-14,0.994,
2021-08-15,0.994,
2021-08-16,0.994,
2021-08-17,0.994,
2021-08-18,0.993,
2021-08-19,0.989,
2021-08-20,0.999,
2021-08-21,0.999,
2021-08-22,0.999,
2021-08-23,1.015,
2021-08-24,1.042,
2021-08-25,1.05,
2021-08-26,1.059,
2021-08-27,1.068,
2021-08-28,1.068,
2021-08-29,1.068,
2021-08-30,1.064,
2021-08-31,1.064,
2021-09-01,1.066,
2021-09-02,1.046,
2021-09-03,1.043,
2021-09-04,1.043,
2021-09-05,1.043,
2021-09-06,1.043,
2021-09-07,1.041,
2021-09-08,1.047,
2021-09-09,1.061,
2021-09-10,1.074,
2021-09-11,1.074,
2021-09-12,1.074,
2021-09-13,1.086,
2021-09-14,1.09,
2021-09-15,1.073,
2021-09-16,1.078,
2021-09-17,1.082,
2021-09-18,1.082,
2021-09-19,1.082,
2021-09-20,1.082,
2021-09-21,1.082,
2021-09-22,1.082,
2021-09-23,1.086,
2021-09-24,1.085,
2021-09-25,1.085,
2021-09-26,1.085,
2021-09-27,1.081,
2021-09-28,1.103,
2021-09-29,1.1,
2021-09-30,1.096,
2021-10-01,1.102,
2021-10-02,1.102,
2021-10-03,1.102,
2021-10-04,1.102,
2021-10-05,1.102,
2021-10-06,1.137,
2021-10-07,1.126,
2021-10-08,1.124,
2021-10-09,1.124,
2021-10-10,1.124,
2021-10-11,1.124,
2021-10-12,1.156,
2021-10-13,1.151,
2021-10-14,1.142,
2021-10-15,1.135,
2021-10-16,1.135,
2021-10-17,1.135,
2021-10-18,1.161,
2021-10-19,1.157,
2021-10-20,1.151,
2021-10-21,1.144,
2021-10-22,1.17,
2021-10-23,1.17,
2021-10-24,1.17,
2021-10-25,1.184,
2021-10-26,1.216,
2021-10-27,1.299,
2021-10-28,1.32,
2021-10-29,1.41,
2021-10-30,1.41,
2021-10-31,1.41,
2021-11-01,1.471,
2021-11-02,1.456,
2021-11-03,1.438,
2021-11-04,1.429,
2021-11-05,1.397,
2021-11-06,1.397,
2021-11-07,1.397,
2021-11-08,1.37,
2021-11-09,1.332,
2021-11-10,1.32,
2021-11-11,1.317,
2021-11-12,1.314,
2021-11-13,1.314,
2021-11-14,1.314,
2021-11-15,1.294,
2021-11-16,1.305,
2021-11-17,1.298,
2021-11-18,1.29,
2021-11-19,1.292,
2021-11-20,1.292,
2021-11-21,1.292,
2021-11-22,1.307,
2021-11-23,1.318,
2021-11-24,1.323,
2021-11-25,1.305,
2021-11-26,1.288,
2021-11-27,1.288,
2021-11-28,1.288,
2021-11-29,1.297,
2021-11-30,1.292,
2021-12-01,1.319,
2021-12-02,1.327,
2021-12-03,1.343,
2021-12-04,1.343,
2021-12-05,1.343,
2021-12-06,1.328,
2021-12-07,1.33,
2021-12-08,1.32,
2021-12-09,1.322,
2021-12-10,1.329,
2021-12-11,1.329,
2021-12-12,1.329,
2021-12-13,1.328,
2021-12-14,1.322,
2021-12-15,1.32,
2021-12-16,1.285,
2021-12-17,1.276,
2021-12-18,1.276,
2021-12-19,1.276,
2021-12-20,1.271,
2021-12-21,1.281,
2021-12-22,1.301,
2021-12-23,1.328,
2021-12-24,1.327,
2021-12-25,1.327,
2021-12-26,1.327,
2021-12-27,1.326,
2021-12-28,1.338,
2021-12-29,1.338,
2021-12-30,1.349,
2021-12-31,1.35,
2022-01-01,1.35,
2022-01-02,1.35,
2022-01-03,1.363,
2022-01-04,1.37,
2022-01-05,1.341,
2022-01-06,1.394,
2022-01-07,1.397,
2022-01-08,1.397,
2022-01-09,1.397,
2022-01-10,1.417,
2022-01-11,1.417,
2022-01-12,1.404,
2022-01-13,1.404,
2022-01-14,1.431,
2022-01-15,1.431,
2022-01-16,1.431,
2022-01-17,1.455,
2022-01-18,1.448,
2022-01-19,1.433,
2022-01-20,1.444,
2022-01-21,1.443,
2022-01-22,1.443,
2022-01-23,1.443,
2022-01-24,1.438,
2022-01-25,1.453,
2022-01-26,1.455,
2022-01-27,1.473,
2022-01-28,1.463,
2022-01-29,1.463,
2022-01-30,1.463,
2022-01-31,1.463,
2022-02-01,1.463,
2022-02-02,1.463,
2022-02-03,1.452,
2022-02-04,1.467,
2022-02-05,1.467,
2022-02-06,1.467,
2022-02-07,1.47,
2022-02-08,1.47,
2022-02-09,1.46,
2022-02-10,1.455,
2022-02-11,1.475,
2022-02-12,1.475,
2022-02-13,1.475,
2022-02-14,1.474,
2022-02-15,1.483,
2022-02-16,1.478,
2022-02-17,1.481,
2022-02-18,1.496,
2022-02-19,1.496,
2022-02-20,1.496,
2022-02-21,1.502,
2022-02-22,1.492,
2022-02-23,1.5,
2022-02-24,1.485,
2022-02-25,1.498,
2022-02-26,1.498,
2022-02-27,1.498,
2022-02-28,1.503,
2022-03-01,1.503,
2022-03-02,1.487,
2022-03-03,1.512,
2022-03-04,1.503,
2022-03-05,1.503,
2022-03-06,1.503,
2022-03-07,1.515,
2022-03-08,1.507,
2022-03-09,1.507,
2022-03-10,1.504,
2022-03-11,1.546,
2022-03-12,1.546,
2022-03-13,1.546,
2022-03-14,1.56,
2022-03-15,1.548,
2022-03-16,1.539,
2022-03-17,1.508,
2022-03-18,1.511,
2022-03-19,1.511,
2022-03-20,1.511,
2022-03-21,1.523,
2022-03-22,1.569,
2022-03-23,1.585,
2022-03-24,1.593,
2022-03-25,1.632,
2022-03-26,1.632,
2022-03-27,1.632,
2022-03-28,1.75,
2022-03-29,1.802,
2022-03-30,1.792,
2022-03-31,1.815,
2022-04-01,1.823,
2022-04-02,1.823,
2022-04-03,1.823,
2022-04-04,1.844,
2022-04-05,1.852,
2022-04-06,1.923,
2022-04-07,2.012,
2022-04-08,2.084,
2022-04-09,2.084,
2022-04-10,2.084,
2022-04-11,2.223,
2022-04-12,2.224,
2022-04-13,2.152,
2022-04-14,2.076,
2022-04-15,2.023,
2022-04-16,2.023,
2022-04-17,2.023,
2022-04-18,2.012,
2022-04-19,1.995,
2022-04-20,1.997,
2022-04-21,1.991,
2022-04-22,1.998,
2022-04-23,1.998,
2022-04-24,1.998,
2022-04-25,1.972,
2022-04-26,1.963,
2022-04-27,1.958,
2022-04-28,1.96,
2022-04-29,1.97,
2022-04-30,1.97,
2022-05-01,1.97,
2022-05-02,2.012,
2022-05-03,2.01,
2022-05-04,2.023,
2022-05-05,2.023,
2022-05-06,2.017,
2022-05-07,2.017,
2022-05-08,2.017,
2022-05-09,1.989,
2022-05-10,1.981,
2022-05-11,1.949,
2022-05-12,1.95,
2022-05-13,1.954,
2022-05-14,1.954,
2022-05-15,1.954,
2022-05-16,2.041,
2022-05-17,2.04,
2022-05-18,2.078,
2022-05-19,2.079,
2022-05-20,2.072,
2022-05-21,2.072,
2022-05-22,2.072,
2022-05-23,2.088,
2022-05-24,2.092,
2022-05-25,2.091,
2022-05-26,2.129,
2022-05-27,2.137,
2022-05-28,2.137,
2022-05-29,2.137,
2022-05-30,2.131,
2022-05-31,2.163,
2022-06-01,2.163,
2022-06-02,2.181,
2022-06-03,2.18,
2022-06-04,2.18,
2022-06-05,2.18,
2022-06-06,2.18,
2022-06-07,2.222,
2022-06-08,2.226,
2022-06-09,2.234,
2022-06-10,2.29,
2022-06-11,2.29,
2022-06-12,2.29,
2022-06-13,2.416,
2022-06-14,2.451,
2022-06-15,2.541,
2022-06-16,2.651,
2022-06-17,2.819,
2022-06-18,2.819,
2022-06-19,2.819,
2022-06-20,2.811,
2022-06-21,2.834,
2022-06-22,2.83,
2022-06-23,2.836,
2022-06-24,2.824,
2022-06-25,2.824,
2022-06-26,2.824,
2022-06-27,2.876,
2022-06-28,2.878,
2022-06-29,2.9,
2022-06-30,2.981,
2022-07-01,2.964,
2022-07-02,2.964,
2022-07-03,2.964,
2022-07-04,2.959,
2022-07-05,2.954,
2022-07-06,2.909,
2022-07-07,2.92,
2022-07-08,2.959,
2022-07-09,2.959,
2022-07-10,2.959,
2022-07-11,2.974,
2022-07-12,2.984,
2022-07-13,2.97,
2022-07-14,3.011,
2022-07-15,2.997,
2022-07-16,2.997,
2022-07-17,2.997,
2022-07-18,2.996,
2022-07-19,2.974,
2022-07-20,2.985,
2022-07-21,2.973,
2022-07-22,2.943,
2022-07-23,2.943,
2022-07-24,2.943,
2022-07-25,2.929,
2022-07-26,2.931,
2022-07-27,2.932,
2022-07-28,2.949,
2022-07-29,2.902,
2022-07-30,2.902,
2022-07-31,2.902,
2022-08-01,2.924,
2022-08-02,2.891,
2022-08-03,2.901,
2022-08-04,2.892,
2022-08-05,2.876,
2022-08-06,2.876,
2022-08-07,2.876,
2022-08-08,2.9,
2022-08-09,2.899,
2022-08-10,2.902,
2022-08-11,2.894,
2022-08-12,2.902,
2022-08-13,2.902,
2022-08-14,2.902,
2022-08-15,2.902,
2022-08-16,2.862,
2022-08-17,2.882,
2022-08-18,2.887,
2022-08-19,2.925,
2022-08-20,2.925,
2022-08-21,2.925,
2022-08-22,2.961,
2022-08-23,2.99,
2022-08-24,3.046,
2022-08-25,3.19,
2022-08-26,3.209,
2022-08-27,3.209,
2022-08-28,3.209,
2022-08-29,3.272,
2022-08-30,3.244,
2022-08-31,3.268,
2022-09-01,3.303,
2022-09-02,3.25,
2022-09-03,3.25,
2022-09-04,3.25,
2022-09-05,3.205,
2022-09-06,3.242,
2022-09-07,3.232,
2022-09-08,3.144,
2022-09-09,3.144,
2022-09-10,3.144,
2022-09-11,3.144,
2022-09-12,3.144,
2022-09-13,3.155,
2022-09-14,3.21,
2022-09-15,3.228,
2022-09-16,3.211,
2022-09-17,3.211,
2022-09-18,3.211,
2022-09-19,3.194,
2022-09-20,3.167,
2022-09-21,3.175,
2022-09-22,3.278,
2022-09-23,3.342,
2022-09-24,3.342,
2022-09-25,3.342,
2022-09-26,3.604,
2022-09-27,3.484,
2022-09-28,3.488,
2022-09-29,3.454,
2022-09-30,3.382,
2022-10-01,3.382,
2022-10-02,3.382,
2022-10-03,3.382,
2022-10-04,3.331,
2022-10-05,3.415,
2022-10-06,3.43,
2022-10-07,3.487,
2022-10-08,3.487,
2022-10-09,3.487,
2022-10-10,3.487,
2022-10-11,3.546,
2022-10-12,3.455,
2022-10-13,3.543,
2022-10-14,3.544,
2022-10-15,3.544,
2022-10-16,3.544,
2022-10-17,3.568,
2022-10-18,3.573,
2022-10-19,3.649,
2022-10-20,3.674,
2022-10-21,3.801,
2022-10-22,3.801,
2022-10-23,3.801,
2022-10-24,3.736,
2022-10-25,3.71,
2022-10-26,3.719,
2022-10-27,3.753,
2022-10-28,3.728,
2022-10-29,3.728,
2022-10-30,3.728,
2022-10-31,3.783,
2022-11-01,3.766,
2022-11-02,3.863,
2022-11-03,3.901,
2022-11-04,3.902,
2022-11-05,3.902,
2022-11-06,3.902,
2022-11-07,3.93,
2022-11-08,3.93,
2022-11-09,3.911,
2022-11-10,3.905,
2022-11-11,3.836,
2022-11-12,3.836,
2022-11-13,3.836,
2022-11-14,3.871,
2022-11-15,3.831,
2022-11-16,3.84,
2022-11-17,3.835,
2022-11-18,3.831,
2022-11-19,3.831,
2022-11-20,3.831,
2022-11-21,3.834,
2022-11-22,3.844,
2022-11-23,3.84,
2022-11-24,3.788,
2022-11-25,3.755,
2022-11-26,3.755,
2022-11-27,3.755,
2022-11-28,3.748,
2022-11-29,3.753,
2022-11-30,3.725,
2022-12-01,3.702,
2022-12-02,3.678,
2022-12-03,3.678,
2022-12-04,3.678,
2022-12-05,3.662,
2022-12-06,3.663,
2022-12-07,3.659,
2022-12-08,3.662,
2022-12-09,3.656,
2022-12-10,3.656,
2022-12-11,3.656,
2022-12-12,3.646,
2022-12-13,3.649,
2022-12-14,3.622,
2022-12-15,3.64,
2022-12-16,3.659,
2022-12-17,3.659,
2022-12-18,3.659,
2022-12-19,3.691,
2022-12-20,3.768,
2022-12-21,3.751,
2022-12-22,3.742,
2022-12-23,3.769,
2022-12-24,3.769,
2022-12-25,3.769,
2022-12-26,3.794,
2022-12-27,3.775,
2022-12-28,3.767,
2022-12-29,3.777,
2022-12-30,3.773,
2022-12-31,3.773,
2023-01-01,3.773,
2023-01-02,3.769,
2023-01-03,3.705,
2023-01-04,3.669,
2023-01-05,3.649,
2023-01-06,3.607,
2023-01-07,3.607,
2023-01-08,3.607,
2023-01-09,3.583,
2023-01-10,3.588,
2023-01-11,3.571,
2023-01-12,3.596,
2023-01-13,3.554,
2023-01-14,3.554,
2023-01-15,3.554,
2023-01-16,3.599,
2023-01-17,3.605,
2023-01-18,3.572,
2023-01-19,3.532,
2023-01-20,3.548,
2023-01-21,3.548,
2023-01-22,3.548,
2023-01-23,3.548,
2023-01-24,3.548,
2023-01-25,3.535,
2023-01-26,3.531,
2023-01-27,3.506,
2023-01-28,3.506,
2023-01-29,3.506,
2023-01-30,3.472,
2023-01-31,3.489,
2023-02-01,3.447,
2023-02-02,3.424,
2023-02-03,3.4,
2023-02-04,3.4,
2023-02-05,3.4,
2023-02-06,3.459,
2023-02-07,3.447,
2023-02-08,3.445,
2023-02-09,3.46,
2023-02-10,3.451,
2023-02-11,3.451,
2023-02-12,3.451,
2023-02-13,3.478,
2023-02-14,3.493,
2023-02-15,3.546,
2023-02-16,3.54,
2023-02-17,3.61,
2023-02-18,3.61,
2023-02-19,3.61,
2023-02-20,3.616,
2023-02-21,3.592,
2023-02-22,3.607,
2023-02-23,3.602,
2023-02-24,3.582,
2023-02-25,3.582,
2023-02-26,3.582,
2023-02-27,3.652,
2023-02-28,3.701,
2023-03-01,3.701,
2023-03-02,3.74,
2023-03-03,3.707,
2023-03-04,3.707,
2023-03-05,3.707,
2023-03-06,3.699,
2023-03-07,3.666,
2023-03-08,3.696,
2023-03-09,3.692,
2023-03-10,3.651,
2023-03-11,3.651,
2023-03-12,3.651,
2023-03-13,3.538,
2023-03-14,3.484,
2023-03-15,3.469,
2023-03-16,3.385,
2023-03-17,3.355,
2023-03-18,3.355,
2023-03-19,3.355,
2023-03-20,3.296,
2023-03-21,3.301,
2023-03-22,3.292,
2023-03-23,3.29,
2023-03-24,3.285,
2023-03-25,3.285,
2023-03-26,3.285,
2023-03-27,3.29,
2023-03-28,3.288,
2023-03-29,3.287,
2023-03-30,3.269,
2023-03-31,3.274,
2023-04-01,3.274,
2023-04-02,3.274,
2023-04-03,3.308,
2023-04-04,3.281,
2023-04-05,3.289,
2023-04-06,3.275,
2023-04-07,3.282,
2023-04-08,3.282,
2023-04-09,3.282,
2023-04-10,3.263,
2023-04-11,3.279,
2023-04-12,3.272,
2023-04-13,3.235,
2023-04-14,3.235,
2023-04-15,3.235,
2023-04-16,3.235,
2023-04-17,3.242,
2023-04-18,3.228,
2023-04-19,3.237,
2023-04-20,3.234,
2023-04-21,3.218,
2023-04-22,3.218,
2023-04-23,3.218,
2023-04-24,3.217,
2023-04-25,3.228,
2023-04-26,3.219,
2023-04-27,3.253,
2023-04-28,3.281,
2023-04-29,3.281,
2023-04-30,3.281,
2023-05-01,3.281,
2023-05-02,3.324,
2023-05-03,3.335,
2023-05-04,3.326,
2023-05-05,3.326,
2023-05-06,3.326,
2023-05-07,3.326,
2023-05-08,3.342,
2023-05-09,3.344,
2023-05-10,3.353,
2023-05-11,3.344,
2023-05-12,3.35,
2023-05-13,3.35,
2023-05-14,3.35,
2023-05-15,3.391,
2023-05-16,3.392,
2023-05-17,3.416,
2023-05-18,3.426,
2023-05-19,3.445,
2023-05-20,3.445,
2023-05-21,3.445,
2023-05-22,3.447,
2023-05-23,3.47,
2023-05-24,3.464,
2023-05-25,3.513,
2023-05-26,3.538,
2023-05-27,3.538,
2023-05-28,3.538,
2023-05-29,3.538,
2023-05-30,3.569,
2023-05-31,3.54,
2023-06-01,3.546,
